,Marital status,Application mode,Application order,Daytime/evening attendance	,Previous qualification,Mother's qualification,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP
3276,1,15,1,1,1,43,128.2,0,0,1,0,0,23,16,17,16,14.625,10,12,9,14.88888888888889,3.51
2407,1,39,1,1,1,19,140.0,0,0,1,0,0,26,12,13,6,13.0,12,14,11,13.833333333333334,-4.06
26,1,1,1,0,1,2,131.4,0,0,1,1,0,34,5,6,5,12.4,5,9,5,13.428571428571429,0.79
2299,1,39,1,1,1,19,114.0,1,1,0,0,0,31,7,8,5,12.56,7,8,5,12.56,0.32
378,1,17,1,1,1,37,120.1,0,0,1,0,1,18,6,7,6,12.5,6,8,6,13.333333333333334,-0.92
1517,2,39,1,0,1,36,130.0,1,0,1,1,0,41,5,9,4,10.75,5,7,2,10.0,-3.12
1863,2,39,1,0,19,37,107.0,0,0,1,1,0,41,7,7,7,12.857142857142858,6,6,6,13.166666666666666,-1.7
405,1,1,1,1,1,19,123.4,0,0,1,0,0,23,6,8,6,13.0,6,8,6,11.875,0.79
97,1,1,1,1,1,19,121.3,1,0,1,0,0,19,6,15,6,14.166666666666666,6,13,6,12.2,-4.06
1403,1,7,1,1,3,37,130.0,1,0,1,1,0,30,8,8,0,0.0,8,8,0,0.0,-3.12
1074,1,1,1,1,1,19,132.8,0,0,1,1,0,19,6,6,6,12.833333333333334,6,8,6,11.833333333333334,1.74
1583,1,17,1,1,1,1,129.3,0,0,1,0,0,19,8,8,8,13.875,6,8,5,14.0,2.02
2105,2,39,1,1,19,38,120.0,0,0,1,0,0,37,7,9,2,10.75,7,9,0,0.0,-0.92
1009,1,1,1,1,1,37,117.8,1,0,1,0,0,21,5,8,3,13.0,5,7,4,11.5,0.32
3335,1,1,2,1,1,1,126.2,0,0,1,0,0,19,6,8,6,14.0,6,18,3,12.666666666666666,1.79
1451,1,17,1,1,1,1,146.3,1,0,1,0,1,18,0,0,0,0.0,0,0,0,0.0,-1.7
422,2,18,2,0,1,37,120.4,0,1,0,0,0,39,5,5,0,0.0,4,4,0,0.0,-3.12
1645,1,39,1,1,1,1,105.0,1,1,0,0,0,24,6,14,6,11.285714285714286,6,16,3,10.333333333333334,3.51
482,1,1,3,1,1,37,124.5,1,0,1,0,0,19,6,12,6,11.666666666666666,6,14,3,12.0,0.32
3207,2,44,1,0,39,37,155.9,0,0,1,0,0,33,6,7,6,15.714285714285714,6,7,6,15.5,0.79
2335,1,1,2,1,1,2,137.3,1,0,1,0,0,19,6,7,5,13.4,6,6,5,12.8,-1.7
1566,1,1,1,1,1,19,117.9,1,0,1,0,0,19,6,7,6,12.833333333333334,6,7,6,11.666666666666666,2.02
2171,1,1,1,1,1,1,118.0,0,0,1,1,0,22,0,0,0,0.0,0,0,0,0.0,2.02
1652,1,16,3,1,1,37,119.5,1,0,1,0,1,18,6,14,6,14.333333333333334,6,9,6,12.0,-4.06
3558,1,42,1,1,1,3,130.0,1,0,1,0,0,25,14,14,12,13.291666666666666,14,14,12,13.291666666666666,0.32
2832,1,7,1,1,3,37,140.0,1,0,1,0,0,36,14,21,13,13.071428571428571,11,16,11,13.0,-0.92
724,1,39,1,1,1,19,120.0,0,1,0,1,0,31,6,15,1,11.0,6,10,0,0.0,-0.92
1909,1,39,1,0,1,3,120.5,0,0,1,1,0,28,5,5,0,0.0,5,5,0,0.0,-1.7
67,1,42,1,1,1,37,161.0,1,0,1,0,1,22,8,8,7,13.08,8,8,7,13.08,1.74
337,1,1,3,1,1,1,118.9,1,0,1,0,0,20,7,8,7,11.5875,8,9,7,14.071428571428571,0.79
504,1,1,6,1,1,1,127.5,1,0,1,0,1,18,8,8,7,13.857142857142858,8,8,7,13.857142857142858,-1.7
980,1,18,1,1,1,38,122.8,0,0,1,0,1,19,7,11,7,12.625,8,11,8,12.5125,-1.7
2576,1,17,2,1,1,1,120.2,1,0,1,0,0,21,5,10,4,11.75,5,6,5,11.6,1.79
2369,1,17,2,1,1,2,148.9,1,0,1,0,0,20,0,0,0,0.0,0,0,0,0.0,-3.12
981,6,39,1,1,1,37,110.0,0,0,1,0,0,36,7,12,4,11.5,7,14,3,12.333333333333334,-0.92
917,1,1,1,1,6,19,126.2,1,0,1,0,0,22,5,14,4,14.25,5,9,5,13.2,-3.12
1943,1,44,1,1,39,1,150.0,1,0,1,1,0,21,6,12,4,11.8,6,11,4,11.875,-0.92
2797,1,1,4,1,1,1,126.7,1,0,1,0,0,18,7,0,0,0.0,8,0,0,0.0,-4.06
1596,1,1,2,1,1,3,114.6,1,0,1,0,0,21,6,8,5,12.8,6,7,5,11.2,2.02
445,1,18,3,1,1,19,122.1,1,0,1,1,0,19,6,9,4,12.5,6,6,6,11.333333333333334,1.74
3138,1,44,1,1,39,37,140.0,1,0,1,1,1,20,6,10,5,12.6,6,6,5,13.2,1.79
856,1,1,1,1,1,37,138.4,0,0,1,0,0,18,6,7,6,13.428571428571429,6,7,6,14.142857142857142,0.79
509,1,17,2,1,1,1,114.6,1,0,1,0,0,19,5,15,2,10.75,5,11,2,10.0,0.79
3016,2,39,1,1,1,37,110.0,0,0,1,1,0,30,5,8,2,11.0,5,6,4,11.5,-4.06
1479,1,17,3,1,1,38,127.3,1,1,0,0,0,20,6,14,3,12.333333333333334,6,16,0,0.0,1.74
1301,6,39,1,0,12,37,119.0,1,0,0,1,0,55,5,5,0,0.0,5,5,0,0.0,0.32
1923,1,1,1,1,1,38,122.3,0,0,1,1,1,18,6,7,6,13.571428571428571,6,6,6,14.333333333333334,1.79
864,4,43,1,1,1,37,110.0,0,0,1,0,0,40,8,8,8,11.625,7,12,5,11.2,-3.12
2753,2,39,2,1,19,38,110.0,0,0,0,1,0,32,8,12,2,11.5,7,9,0,0.0,-4.06
892,1,44,1,1,39,19,144.3,1,0,1,0,1,19,6,7,6,13.142857142857142,6,6,6,14.333333333333334,1.79
1493,4,43,1,0,1,37,131.8,0,0,1,0,0,31,14,19,13,11.357142857142858,14,14,13,12.0,-3.12
659,1,17,4,1,1,19,118.0,1,0,1,0,0,19,5,7,5,13.6,5,6,5,12.2,3.51
2603,1,1,4,1,1,19,120.1,1,0,1,0,1,19,7,9,6,12.428571428571429,8,8,8,14.0,0.79
2210,1,39,1,1,19,19,101.5,0,1,0,1,0,34,6,6,0,0.0,6,6,0,0.0,-4.06
364,1,1,5,1,1,19,120.3,1,0,1,0,1,18,8,8,7,12.694285714285714,8,8,7,12.694285714285714,1.74
2110,1,1,4,1,1,19,130.8,0,1,1,0,0,18,8,9,8,14.4025,8,9,8,14.4025,-3.12
2325,2,42,1,1,1,37,100.0,1,0,1,0,0,54,15,20,13,12.461538461538462,13,13,10,11.1,-4.06
1356,1,17,5,1,1,1,127.6,1,0,1,0,0,18,7,7,7,13.528571428571428,8,9,8,14.655555555555557,1.79
1320,1,1,4,1,1,1,149.9,1,0,1,1,0,18,0,0,0,0.0,0,0,0,0.0,2.02
2913,1,39,1,1,1,1,140.0,0,0,0,1,0,25,6,0,0,0.0,6,0,0,0.0,0.79
2937,1,39,1,1,1,19,96.1,0,0,1,1,0,25,7,13,2,15.0,7,12,2,11.5,1.79
3453,1,1,1,1,1,19,142.7,1,0,1,0,1,18,6,6,6,14.666666666666666,6,6,6,15.166666666666666,-3.12
3287,1,42,1,1,1,3,133.6,1,0,1,1,0,22,5,0,0,0.0,5,0,0,0.0,1.74
3573,1,39,1,1,19,37,140.0,0,0,1,0,0,35,6,11,3,12.666666666666666,6,7,0,0.0,2.02
2438,1,42,1,1,12,1,133.7,0,0,1,0,0,28,18,23,14,12.785714285714286,17,18,16,13.875,-0.92
442,1,39,1,1,1,3,150.0,1,0,1,1,0,27,5,10,1,14.0,5,0,0,0.0,3.51
2291,1,44,1,1,39,3,120.0,1,0,1,0,0,20,6,6,0,0.0,6,6,0,0.0,1.79
2608,1,43,1,0,1,34,134.5,1,0,1,1,0,25,14,23,11,11.6875,10,20,8,11.142857142857142,-3.12
1134,1,44,1,1,39,19,154.8,1,0,1,1,0,21,0,0,0,0.0,0,0,0,0.0,1.79
415,1,1,2,1,1,37,132.8,1,0,1,0,1,18,8,12,7,11.721428571428572,8,12,7,11.721428571428572,-1.7
2726,1,1,1,1,1,1,118.4,0,0,1,1,1,19,6,8,6,11.833333333333334,6,11,3,13.0,-4.06
158,1,18,6,1,1,37,122.8,1,0,1,0,0,18,8,8,8,12.93375,8,8,8,12.93375,-3.12
880,1,39,1,1,12,1,100.0,1,1,0,0,0,25,5,5,5,11.2,5,5,4,11.25,-3.12
500,1,1,2,1,1,37,106.1,1,1,1,0,1,20,7,7,7,13.857142857142858,7,8,7,12.571428571428571,3.51
999,2,39,1,0,19,37,112.5,0,0,1,0,0,32,6,8,5,13.8,6,7,6,12.166666666666666,-3.12
135,1,39,1,1,3,2,130.0,0,0,1,0,0,29,8,8,7,14.257142857142856,8,8,7,14.257142857142856,-1.7
736,1,42,1,1,39,1,150.0,1,0,1,0,0,26,18,45,18,11.833333333333334,13,27,13,12.461538461538462,-4.06
3618,1,1,1,1,1,37,121.2,0,0,1,1,1,20,6,7,6,13.5,6,9,5,12.5,1.74
1902,1,1,1,1,1,19,152.0,0,0,1,1,1,19,6,7,6,13.857142857142858,6,6,6,14.0,0.79
3365,1,1,4,1,1,38,126.3,1,0,1,0,1,19,7,7,6,15.433333333333332,7,7,6,15.433333333333332,0.32
1057,1,1,1,1,1,38,100.0,0,0,1,0,0,20,6,8,6,12.5,6,10,5,14.166666666666666,2.02
796,1,44,1,1,39,4,120.0,0,0,1,1,0,21,6,9,5,13.4,6,9,5,12.4,3.51
2711,1,1,4,1,1,38,132.6,1,0,1,0,1,19,5,5,5,13.6,5,5,5,14.6,1.74
1918,2,39,1,1,12,37,130.0,0,1,0,1,1,46,6,6,0,0.0,6,6,0,0.0,-4.06
128,1,1,1,1,1,19,118.2,0,0,1,0,0,19,6,6,6,13.166666666666666,6,9,6,13.0,1.74
3212,1,17,1,0,1,38,113.0,0,0,1,0,1,24,6,11,4,12.0,6,7,6,13.0,1.74
3320,1,1,1,1,1,3,112.9,0,0,1,0,0,18,7,9,7,11.857142857142858,7,7,7,11.857142857142858,-0.92
1990,2,39,1,0,19,37,111.9,1,0,1,1,0,41,5,5,0,0.0,5,5,0,0.0,0.32
0,1,17,5,1,1,19,127.3,1,0,1,1,0,20,0,0,0,0.0,0,0,0,0.0,1.74
1175,1,15,1,1,1,38,150.0,0,0,1,1,0,19,5,5,5,10.6,5,8,5,11.6,1.79
975,1,18,1,1,1,1,130.2,1,0,1,1,0,22,6,11,4,13.0,6,11,4,12.6,-1.7
1527,1,17,3,1,1,1,131.4,0,0,1,1,0,20,6,6,6,14.166666666666666,6,8,6,12.333333333333334,2.02
1103,1,1,5,1,3,1,129.4,0,1,1,0,0,18,6,6,6,12.166666666666666,6,6,6,12.333333333333334,1.74
747,1,1,4,1,1,1,116.5,1,0,1,0,0,20,6,7,0,0.0,6,6,0,0.0,-0.92
1077,1,1,1,1,1,38,140.0,0,0,1,1,0,19,8,8,7,14.285714285714286,8,8,7,14.285714285714286,-1.7
1650,1,1,1,1,1,1,143.2,0,0,1,0,0,19,5,7,5,14.4,5,6,5,13.2,0.32
3229,1,39,1,1,19,19,116.0,1,0,1,0,0,29,7,14,0,0.0,6,6,0,0.0,2.02
1961,1,1,1,1,1,1,137.5,1,1,0,1,0,19,0,0,0,0.0,0,0,0,0.0,-1.7
1602,1,1,4,1,1,37,117.1,1,0,1,0,0,30,7,7,7,14.692857142857145,8,8,8,14.9625,1.79
1893,1,43,2,1,1,1,100.0,1,0,1,1,0,22,5,11,0,0.0,5,7,1,10.0,-0.92
1997,1,39,1,1,19,1,114.0,0,0,1,1,0,29,9,13,6,11.666666666666666,7,10,6,10.857142857142858,-4.06
2129,1,17,1,1,1,19,145.9,0,0,1,0,1,18,6,6,6,12.666666666666666,6,6,6,12.166666666666666,-0.92
782,1,39,1,0,1,37,120.2,1,0,1,1,0,30,5,7,5,11.0,5,5,5,11.6,0.32
3348,1,17,1,1,1,19,123.6,0,0,1,0,1,19,6,7,6,13.5,6,7,6,14.0,-4.06
2774,1,26,1,1,2,34,121.5,1,0,1,0,0,31,15,17,13,11.615384615384617,14,14,11,12.545454545454543,0.32
1679,1,10,1,1,1,37,148.9,0,0,1,0,0,20,5,6,5,11.6,5,6,4,11.5,-3.12
3548,1,39,1,0,39,19,127.5,0,1,0,0,0,26,6,13,4,12.0,6,7,5,13.2,-0.92
2939,1,43,1,1,1,1,128.8,0,0,1,1,0,19,12,12,12,13.166666666666666,12,12,12,13.0,1.74
114,1,1,3,1,1,19,131.7,1,0,1,0,1,19,7,10,7,13.605,8,11,8,12.33125,-4.06
394,1,7,1,1,3,34,140.0,0,0,1,0,0,28,7,0,0,0.0,8,0,0,0.0,0.32
3033,1,51,1,1,1,1,118.4,1,0,1,1,0,30,5,7,5,13.4,5,7,4,13.25,3.51
2055,2,39,1,0,12,37,113.0,0,0,1,0,0,46,6,13,3,12.333333333333334,6,6,6,13.333333333333334,2.02
3459,1,1,2,1,1,1,128.2,1,0,1,0,1,19,6,7,6,12.333333333333334,6,6,6,13.5,-3.12
2631,1,7,1,1,3,3,130.0,1,0,1,1,0,29,6,10,6,17.11111111111111,6,9,6,15.571428571428571,0.79
3542,1,1,1,1,1,1,163.1,1,0,0,0,0,19,12,12,12,15.25,11,12,11,15.0,3.51
1486,1,17,1,1,1,3,121.4,0,0,1,1,0,18,6,0,0,0.0,6,0,0,0.0,-4.06
75,1,1,5,1,1,37,124.9,1,0,1,0,0,18,6,6,6,13.666666666666666,6,6,6,13.333333333333334,3.51
2616,1,1,1,1,1,19,114.3,0,0,1,1,0,18,6,7,4,12.6,6,6,4,13.0,1.79
228,1,1,1,1,1,5,136.7,0,0,1,0,0,19,7,8,7,12.67,8,8,8,13.55,2.02
2844,2,1,1,1,1,34,131.8,0,0,1,0,0,24,15,17,14,11.357142857142858,14,15,13,12.846153846153848,0.32
1248,2,39,1,0,1,37,156.0,1,0,1,1,0,33,5,5,5,14.2,5,6,5,13.833333333333334,1.74
2276,1,1,1,1,1,37,136.3,0,0,1,0,1,18,6,8,6,13.571428571428571,6,11,6,12.375,0.79
2031,1,1,1,1,1,1,129.1,1,0,1,1,0,18,6,6,4,11.25,6,10,3,10.333333333333334,1.74
2566,1,1,6,1,1,1,117.1,1,1,1,0,0,22,5,5,5,13.8,5,5,5,13.0,0.32
2044,1,18,1,1,1,19,139.3,1,0,1,1,0,20,5,0,0,0.0,5,0,0,0.0,1.79
3225,1,18,3,1,1,38,115.2,1,0,1,0,1,19,6,10,0,0.0,6,6,0,0.0,-1.7
155,1,51,1,1,1,1,134.0,0,0,1,0,0,21,6,0,0,0.0,6,0,0,0.0,1.79
825,1,17,3,1,1,38,124.3,0,0,1,0,0,18,6,0,0,0.0,6,0,0,0.0,-4.06
2318,1,1,2,1,1,38,134.7,1,0,1,0,0,18,6,6,6,17.0,6,6,6,15.5,3.51
2181,1,1,1,1,1,38,136.0,1,0,1,1,0,22,0,0,0,0.0,0,0,0,0.0,-1.7
2441,1,17,4,1,1,37,133.5,1,0,0,0,0,18,6,7,6,12.5,6,6,6,12.166666666666666,1.74
2865,1,1,1,1,1,38,116.0,0,0,1,1,0,19,6,8,6,15.5,6,10,6,14.1,-0.92
2640,1,39,1,1,1,37,106.0,1,1,0,0,1,24,7,14,5,12.36,8,15,5,12.0,3.51
2215,1,17,1,1,1,38,119.9,1,1,1,1,0,20,5,5,0,0.0,5,5,0,0.0,-3.12
2343,1,39,1,1,19,37,100.0,0,0,1,0,0,60,6,10,6,12.75,6,6,4,14.75,0.79
2121,1,39,1,1,1,38,115.6,1,0,0,0,0,27,6,8,0,0.0,6,8,0,0.0,-4.06
2197,1,39,1,0,1,37,127.0,0,0,1,1,0,34,5,5,5,15.8,5,5,5,16.8,3.51
2435,1,1,1,1,1,1,113.9,1,0,1,0,0,19,0,0,0,0.0,0,0,0,0.0,0.79
987,1,17,1,1,1,19,120.7,1,1,1,0,0,18,6,8,6,11.666666666666666,6,10,4,11.5,0.79
1661,1,39,1,1,1,3,116.3,1,0,1,0,0,24,6,8,5,12.6,6,7,5,12.2,-3.12
1653,1,1,1,1,1,37,147.5,1,0,1,0,0,18,0,0,0,0.0,0,0,0,0.0,0.32
717,1,1,1,1,1,38,126.8,0,0,1,1,1,19,7,9,7,14.244444444444444,8,12,8,12.233333333333333,-4.06
3457,1,1,1,1,1,19,137.9,1,1,0,0,0,18,0,0,0,0.0,0,0,0,0.0,3.51
2043,4,39,1,1,1,19,107.2,0,0,1,1,0,42,6,0,0,0.0,6,0,0,0.0,-1.7
189,1,43,1,1,1,1,112.0,1,0,1,0,1,19,8,15,7,11.571428571428571,8,15,7,11.571428571428571,-1.7
2228,1,1,1,1,1,1,132.5,1,0,1,0,0,18,8,8,7,14.115714285714288,8,8,7,14.115714285714288,1.74
3493,1,1,1,1,1,37,141.4,1,0,1,0,0,19,6,12,3,13.0,6,13,2,14.0,-3.12
2773,1,39,1,1,1,19,105.8,0,0,1,0,0,26,7,12,3,13.766666666666666,7,11,3,12.066666666666668,0.79
578,5,39,1,0,1,37,138.1,0,0,1,1,1,37,5,8,5,13.0,5,11,4,13.333333333333334,-0.92
1464,1,1,5,1,1,1,112.0,1,0,1,1,1,21,6,6,6,13.5,6,6,6,11.166666666666666,2.02
763,1,39,1,1,19,37,120.0,0,0,0,0,1,39,7,14,3,11.5,7,9,2,10.5,-0.92
234,1,16,2,1,1,38,123.7,1,0,1,0,1,22,5,8,4,12.0,5,8,4,11.4,-0.92
1657,5,39,1,1,19,38,105.5,0,1,1,0,0,33,6,7,5,13.2,6,7,5,10.6,0.32
1092,1,17,3,1,1,19,132.3,1,0,1,0,1,18,5,5,5,13.4,5,6,5,12.2,-1.7
1795,1,17,1,1,1,3,129.3,1,0,1,0,0,20,6,7,6,15.571428571428571,6,6,6,17.166666666666668,-0.92
2744,1,1,1,1,1,37,114.6,1,0,1,1,0,19,6,13,2,12.0,6,12,1,13.0,0.32
3543,1,17,1,1,1,19,121.7,1,0,1,1,1,19,6,9,5,12.4,6,6,6,13.166666666666666,-1.7
2572,1,1,1,1,1,38,120.1,1,0,1,0,0,18,5,8,4,12.75,5,10,4,11.75,-1.7
202,1,1,1,1,1,38,117.9,0,0,1,0,1,20,10,13,9,12.9,10,12,10,12.363636363636363,3.51
985,1,1,1,1,1,19,124.5,0,0,1,0,1,18,6,11,5,11.142857142857142,6,8,6,12.285714285714286,-0.92
965,4,39,1,0,1,37,97.0,0,0,1,0,1,35,6,9,6,11.333333333333334,6,6,6,11.333333333333334,-4.06
2295,1,1,4,1,1,19,125.0,1,0,1,0,0,19,7,8,6,11.658333333333331,8,11,6,12.416666666666666,1.79
1701,1,1,3,1,1,1,126.3,1,0,1,0,0,18,8,8,7,13.328571428571427,8,8,7,13.328571428571427,-1.7
2521,1,44,1,1,39,1,127.4,0,1,0,1,0,27,6,8,5,11.6,6,9,5,12.0,0.79
1598,1,1,1,1,1,38,116.4,1,0,1,0,0,18,6,6,6,13.166666666666666,6,6,6,13.166666666666666,3.51
2497,1,1,1,1,1,3,135.9,0,0,1,0,1,21,6,8,6,12.571428571428571,6,8,6,11.625,0.79
3602,1,1,1,1,1,19,156.2,0,0,1,0,1,18,6,6,6,14.333333333333334,6,7,6,14.142857142857142,-4.06
547,1,1,1,1,1,37,138.4,1,0,1,0,1,20,6,8,6,14.25,6,8,6,11.0,-1.7
3540,1,1,3,1,1,43,110.0,1,1,1,1,0,19,6,6,6,12.0,6,7,6,13.571428571428571,3.51
2284,1,1,1,1,1,38,155.1,1,1,0,1,1,18,0,0,0,0.0,0,0,0,0.0,-1.7
849,1,18,2,1,1,38,105.8,1,0,1,0,0,19,7,7,7,13.142857142857142,7,8,7,12.857142857142858,3.51
3053,1,17,6,1,1,38,125.0,1,0,1,1,0,20,6,8,4,14.25,6,10,5,14.0,1.74
1082,1,39,2,1,1,34,107.0,1,0,1,1,0,26,5,5,0,0.0,5,5,0,0.0,0.32
3360,2,39,1,0,1,34,112.5,0,0,1,0,0,33,6,10,5,11.4,6,7,6,11.166666666666666,0.32
83,1,51,1,1,1,3,122.2,0,1,1,0,0,20,10,12,10,13.0,11,11,11,12.272727272727272,2.02
397,1,18,6,1,1,1,126.7,1,0,1,0,1,18,8,8,7,14.314285714285717,8,8,7,14.314285714285717,-1.7
1001,1,1,6,1,1,1,112.3,1,1,1,0,1,20,6,8,5,11.6,6,8,4,11.75,3.51
949,1,1,1,1,1,19,147.6,1,0,1,0,0,20,6,14,6,13.923076923076923,6,9,6,14.25,-4.06
1541,1,1,4,1,1,19,134.4,1,0,1,1,1,20,6,6,6,12.166666666666666,6,8,4,12.75,-3.12
1672,1,17,2,1,1,19,133.4,1,0,1,0,0,19,7,7,7,14.125714285714285,8,8,8,14.36875,2.02
2991,1,1,2,1,1,1,132.1,1,0,1,0,1,19,5,10,3,12.666666666666666,5,7,3,13.0,-1.7
2067,1,1,1,1,1,1,122.5,1,0,1,0,0,19,6,6,6,13.333333333333334,6,8,5,12.8,3.51
3111,1,1,1,1,1,1,116.9,0,0,1,1,0,18,6,8,6,13.571428571428571,6,7,5,11.8,3.51
2992,1,1,5,1,1,37,116.8,1,0,1,0,0,20,7,8,6,13.271428571428572,8,8,7,14.471428571428572,0.79
722,1,17,2,1,1,38,129.9,1,0,1,1,1,19,6,6,6,13.666666666666666,6,7,5,13.2,1.79
3504,1,1,1,1,1,1,127.0,0,0,1,1,1,19,8,8,7,12.514285714285714,8,8,7,12.514285714285714,-1.7
810,1,1,1,1,1,1,122.8,0,0,1,1,0,18,6,6,6,12.0,6,6,6,12.5,-1.7
3147,1,1,1,1,1,38,118.5,0,0,1,1,0,21,5,9,1,10.0,5,10,1,10.0,0.32
3476,1,51,1,1,1,1,120.0,0,0,1,0,0,22,6,8,6,14.833333333333334,6,10,5,13.833333333333334,2.02
3582,1,1,1,1,1,3,127.0,1,0,1,1,0,18,6,9,6,13.571428571428571,6,11,4,14.0,1.79
2219,1,1,1,1,1,1,137.1,0,0,1,1,0,20,5,5,0,0.0,5,5,0,0.0,-1.7
3132,1,39,1,1,1,3,115.0,0,0,0,1,0,24,6,0,0,0.0,6,0,0,0.0,2.02
2862,2,39,1,0,19,38,120.0,0,0,1,1,0,39,5,9,0,0.0,5,5,1,10.0,-1.7
762,1,17,6,1,1,1,131.7,1,0,1,0,0,18,6,8,4,11.75,6,8,4,12.25,-3.12
3464,1,17,2,1,1,19,116.0,1,0,1,0,0,19,6,7,6,12.714285714285714,6,6,6,11.833333333333334,3.51
3604,1,39,1,0,1,38,146.2,0,0,1,0,0,27,5,10,3,12.333333333333334,5,10,3,10.666666666666666,2.02
3423,1,1,2,1,1,37,116.5,1,0,1,0,1,20,7,9,7,14.093333333333332,8,8,8,15.0,2.02
1958,1,1,3,1,1,19,141.0,1,0,1,1,1,19,6,6,6,15.166666666666666,6,6,6,12.333333333333334,1.79
1801,1,1,1,1,1,19,153.6,1,0,1,0,0,18,0,0,0,0.0,0,0,0,0.0,-3.12
1473,1,39,1,0,1,3,135.8,0,1,1,1,0,29,5,9,3,11.0,5,11,2,13.5,-1.7
322,1,17,2,1,1,1,115.0,0,0,0,0,0,20,5,8,2,10.5,5,8,2,12.333333333333334,0.32
3366,4,39,1,0,19,37,113.5,0,0,1,0,1,39,6,6,6,13.833333333333334,6,6,6,15.5,2.02
3432,1,1,1,1,1,38,133.2,1,0,1,0,0,19,6,8,5,11.0,6,13,5,11.4,0.32
3231,5,39,1,1,1,1,140.5,0,1,0,0,0,24,5,0,0,0.0,5,0,0,0.0,0.79
2666,1,17,4,1,1,38,113.0,1,0,1,0,1,18,5,12,4,10.714285714285714,5,9,4,11.0,0.79
1879,2,43,1,0,1,37,161.1,0,0,1,1,0,47,6,9,6,12.142857142857142,6,6,0,0.0,-0.92
2372,1,17,1,1,1,1,119.2,1,0,1,0,1,18,6,6,6,14.0,6,6,6,13.5,3.51
86,1,1,5,1,1,3,108.2,1,0,1,0,0,20,7,9,6,13.266666666666666,7,10,5,12.3,1.79
3220,1,1,2,1,1,38,122.3,1,1,0,0,0,18,6,8,6,14.142857142857142,6,6,5,12.0,0.79
1231,1,17,1,1,1,1,124.3,0,0,1,0,1,19,6,8,6,11.166666666666666,6,7,4,13.4,-0.92
2583,1,1,1,1,1,3,162.2,1,1,0,0,0,18,0,0,0,0.0,0,0,0,0.0,1.79
2490,1,1,1,1,1,12,122.0,1,0,1,0,0,18,6,8,6,11.333333333333334,6,11,6,10.833333333333334,0.32
1023,1,1,5,1,1,38,126.5,1,0,1,0,0,18,8,8,8,13.76375,8,8,8,13.76375,-3.12
1297,1,17,5,1,1,19,130.7,1,0,1,0,1,18,7,8,7,14.85,8,9,8,15.61111111111111,0.79
1513,1,1,1,1,1,1,155.2,0,0,1,1,1,18,5,5,5,11.8,5,8,3,11.0,-3.12
1984,1,43,2,1,1,34,118.5,1,0,1,1,0,23,10,19,8,11.625,10,16,10,11.181818181818182,0.32
2061,1,39,1,0,1,38,108.0,0,0,1,1,1,37,7,9,6,11.857142857142858,6,7,5,12.0,0.79
280,1,1,1,1,1,34,134.4,1,0,1,0,1,18,6,6,6,12.166666666666666,6,9,6,13.666666666666666,-3.12
3150,1,16,2,1,1,37,135.9,1,0,1,1,0,20,5,8,1,10.0,5,7,1,11.0,0.32
847,1,43,2,1,1,41,112.7,0,0,1,0,0,21,8,12,6,11.68,8,12,6,11.68,1.74
3448,1,1,1,1,1,19,142.6,1,0,1,0,1,18,6,7,6,14.166666666666666,6,10,4,14.0,-4.06
478,1,17,1,1,1,37,102.0,0,0,1,0,0,19,6,8,5,11.8,6,8,5,11.6,1.74
1429,1,1,1,1,1,19,133.9,1,0,0,1,0,20,5,7,4,13.0,5,11,3,12.0,1.74
1825,1,1,5,1,1,1,132.4,1,1,0,1,0,18,6,6,0,0.0,6,0,0,0.0,2.02
561,2,43,1,0,1,37,128.2,0,0,1,1,0,46,10,13,9,12.2,10,12,10,12.8,0.32
1153,1,1,1,1,1,19,134.8,1,0,1,1,0,18,7,7,6,13.35,7,7,6,13.35,0.32
2643,1,39,1,1,12,19,118.2,0,0,1,0,0,31,5,8,1,13.0,5,9,4,12.25,1.74
2679,1,1,1,1,1,19,113.0,1,0,1,0,0,21,6,9,5,12.4,6,11,1,11.0,-1.7
1034,1,43,1,0,1,37,128.2,0,0,0,1,0,32,9,9,5,11.4,4,4,4,11.0,1.74
2722,1,7,1,1,3,19,120.0,0,0,0,1,0,40,5,7,1,13.0,5,5,2,14.0,-1.7
1557,1,1,1,1,1,2,146.1,1,0,1,0,0,18,5,8,4,13.5,5,9,0,0.0,1.74
630,1,7,1,0,40,1,100.0,0,0,1,0,0,26,9,11,9,12.333333333333334,7,7,7,12.571428571428571,1.79
3237,1,43,1,1,1,1,147.8,0,0,1,0,1,18,5,9,5,13.2,5,13,5,14.4,-0.92
1288,1,7,1,1,40,37,110.0,0,0,1,0,0,52,15,26,14,10.466666666666669,12,16,12,10.923076923076923,0.79
1496,1,17,3,1,1,3,126.4,1,0,1,0,0,18,7,7,7,13.884285714285712,8,9,8,14.75,2.02
435,1,39,1,1,1,37,110.3,0,1,0,1,0,26,5,5,0,0.0,5,9,0,0.0,1.74
2394,1,1,1,1,1,19,130.0,1,0,1,0,0,20,5,8,4,11.25,5,7,5,10.4,0.32
